,species,mirid,mirfam,chrom,start,end,strand,True_positive
1412,Homo_sapiens,Hsa-Mir-154-P2-v1_pre,Mir-154,chr14,101023799,101023853,+,True
1413,Homo_sapiens,Hsa-Mir-154-P2-v2_pre,Mir-154,chr14,101023800,101023852,+,True
1414,Homo_sapiens,Hsa-Mir-154-P8_pre,Mir-154,chr14,101025020,101025076,+,True
1415,Homo_sapiens,Hsa-Mir-154-P30_pre,Mir-154,chr14,101025585,101025640,+,True
1416,Homo_sapiens,Hsa-Mir-154-P3a-v1_pre,Mir-154,chr14,101025747,101025802,+,True
1417,Homo_sapiens,Hsa-Mir-154-P3a-v2_pre,Mir-154,chr14,101025747,101025802,+,True
1418,Homo_sapiens,Hsa-Mir-154-P26_pre,Mir-154,chr14,101026035,101026092,+,True
1419,Homo_sapiens,Hsa-Mir-154-P4a_pre,Mir-154,chr14,101026796,101026855,+,True
1420,Homo_sapiens,Hsa-Mir-154-P4b_pre,Mir-154,chr14,101027113,101027172,+,True
1421,Homo_sapiens,Hsa-Mir-154-P18_pre,Mir-154,chr14,101029648,101029703,+,True
1422,Homo_sapiens,Hsa-Mir-154-P29_pre,Mir-154,chr14,101030064,101030120,+,True
1423,Homo_sapiens,Hsa-Mir-154-P22_pre,Mir-154,chr14,101031997,101032054,+,True
1424,Homo_sapiens,Hsa-Mir-154-P19_pre,Mir-154,chr14,101033768,101033825,+,True
1425,Homo_sapiens,Hsa-Mir-376-P4_pre,Mir-376,chr14,101039695,101039752,+,True
1426,Homo_sapiens,Hsa-Mir-376-P2_pre,Mir-376,chr14,101040081,101040138,+,True
1427,Homo_sapiens,Hsa-Mir-154-P23_pre,Mir-154,chr14,101040234,101040289,+,True
1428,Homo_sapiens,Hsa-Mir-376-P3_pre,Mir-376,chr14,101040460,101040517,+,True
1429,Homo_sapiens,Hsa-Mir-376-P1_pre,Mir-376,chr14,101040788,101040845,+,True
1430,Homo_sapiens,Hsa-Mir-154-P28a_pre,Mir-154,chr14,101042991,101043050,+,True
1431,Homo_sapiens,Hsa-Mir-154-P28b_pre,Mir-154,chr14,101044212,101044271,+,True
1432,Homo_sapiens,Hsa-Mir-154-P9_pre,Mir-154,chr14,101045927,101045989,+,True
1433,Homo_sapiens,Hsa-Mir-154-P17_pre,Mir-154,chr14,101046469,101046526,+,True
1434,Homo_sapiens,Hsa-Mir-154-P21_pre,Mir-154,chr14,101047329,101047392,+,True
1435,Homo_sapiens,Hsa-Mir-154-P27_pre,Mir-154,chr14,101047911,101047969,+,True
1436,Homo_sapiens,Hsa-Mir-544_pre,Mir-544,chr14,101048676,101048732,+,True
1437,Homo_sapiens,Hsa-Mir-154-P24_pre,Mir-154,chr14,101049572,101049631,+,True
1438,Homo_sapiens,Hsa-Mir-154-P16_pre,Mir-154,chr14,101052458,101052515,+,True
1439,Homo_sapiens,Hsa-Mir-154-P10_pre,Mir-154,chr14,101054316,101054373,+,True
1440,Homo_sapiens,Hsa-Mir-134_pre,Mir-134,chr14,101054694,101054754,+,True
1441,Homo_sapiens,Hsa-Mir-154-P15_pre,Mir-154,chr14,101055427,101055485,+,True
1442,Homo_sapiens,Hsa-Mir-154-P3b_pre,Mir-154,chr14,101056233,101056289,+,True
1443,Homo_sapiens,Hsa-Mir-154-P1_pre,Mir-154,chr14,101059769,101059826,+,True
1444,Homo_sapiens,Hsa-Mir-154-P20-v2_pre,Mir-154,chr14,101060595,101060650,+,True
1445,Homo_sapiens,Hsa-Mir-154-P20-v1_pre,Mir-154,chr14,101060596,101060649,+,True
1446,Homo_sapiens,Hsa-Mir-154-P6_pre,Mir-154,chr14,101062056,101062115,+,True
1447,Homo_sapiens,Hsa-Mir-541_pre,Mir-541,chr14,101064504,101064569,+,True
1448,Homo_sapiens,Hsa-Mir-154-P36_pre,Mir-154,chr14,101065314,101065367,+,True
1449,Homo_sapiens,Hsa-Mir-154-P14_pre,Mir-154,chr14,101065465,101065519,+,True
1450,Homo_sapiens,Hsa-Mir-154-P5_pre,Mir-154,chr14,101065606,101065661,+,True
1451,Homo_sapiens,Hsa-Mir-154-P12_pre,Mir-154,chr14,101065925,101065981,+,True
1452,Homo_sapiens,Hsa-Mir-154-P25_pre,Mir-154,chr14,101066731,101066786,+,True
1453,Homo_sapiens,Hsa-Mir-1247_pre,Mir-1247,chr14,101560326,101560383,-,True
1454,Homo_sapiens,Hsa-Mir-203-v1_pre,Mir-203,chr14,104117431,104117490,+,True
1455,Homo_sapiens,Hsa-Mir-203-v2_pre,Mir-203,chr14,104117431,104117490,+,True
1456,Macaca_mulatta,Mml-Mir-34-P2a_pre,Mir-34,chr14,104382415,104382473,+,False_location
1457,Macaca_mulatta,Mml-Mir-34-P2b_pre,Mir-34,chr14,104382917,104382971,+,False_location
1458,Macaca_mulatta,Mml-Novel-13_pre,Novel-13,chr14,111002335,111002394,-,False_chromo
1459,Rattus_norvegicus,Rno-Mir-216-P1b_pre,Mir-216,chr14,113101097,113101158,+,False_chromo
1460,Rattus_norvegicus,Rno-Mir-216-P1a_pre,Mir-216,chr14,113112147,113112208,+,False_chromo
1461,Rattus_norvegicus,Rno-Mir-217-v2_pre,Mir-217,chr14,113119559,113119619,+,False_chromo
1462,Rattus_norvegicus,Rno-Mir-217-v1_pre,Mir-217,chr14,113119560,113119618,+,False_chromo
1463,Macaca_mulatta,Mml-Mir-10-P3a_pre,Mir-10,chr14,114954047,114954108,-,False_location
1464,Macaca_mulatta,Mml-Let-7-P1a_pre,Let-7,chr14,115000986,115001052,-,False_location
1465,Macaca_mulatta,Mml-Mir-10-P2a_pre,Mir-10,chr14,115006686,115006742,-,False_location
1466,Mus_musculus,Mmu-Mir-17-P1a_pre,Mir-17,chr14,115043684,115043743,+,False_location
1467,Mus_musculus,Mmu-Mir-17-P2a_pre,Mir-17,chr14,115043867,115043930,+,False_location
1468,Mus_musculus,Mmu-Mir-19-P1_pre,Mir-19,chr14,115044013,115044070,+,False_location
1469,Mus_musculus,Mmu-Mir-17-P3a_pre,Mir-17,chr14,115044183,115044241,+,False_location
1470,Mus_musculus,Mmu-Mir-19-P2a_pre,Mir-19,chr14,115044320,115044380,+,False_location
1471,Mus_musculus,Mmu-Mir-92-P1a_pre,Mir-92,chr14,115044437,115044497,+,False_location
1472,Oryctolagus_cuniculus,Ocu-Mir-10-P2c_pre,Mir-10,chr14,144547521,144547580,+,True
1473,Oryctolagus_cuniculus,Ocu-Let-7-P1c_pre,Let-7,chr14,144548251,144548317,+,True
1474,Oryctolagus_cuniculus,Ocu-Mir-10-P3c_pre,Mir-10,chr14,144598484,144598544,+,True
1475,Oryctolagus_cuniculus,Ocu-Mir-155_pre,Mir-155,chr14,154700617,154700677,+,True
1476,Oryctolagus_cuniculus,Ocu-Mir-12095_pre,Mir-12095,chr14,161843810,161843867,-,False_chromo
1477,Danio_rerio,Dre-Mir-15-P1b_pre,Mir-15,chr15,1543699,1543757,+,False_chromo
1478,Danio_rerio,Dre-Mir-15-P2b_pre,Mir-15,chr15,1543869,1543933,+,False_chromo
1479,Macaca_mulatta,Mml-Mir-126-v1_pre,Mir-126,chr15,1641807,1641865,-,False_location
1480,Macaca_mulatta,Mml-Mir-126-v2_pre,Mir-126,chr15,1641807,1641865,-,False_location
1481,Macaca_mulatta,Mml-Mir-126-v3_pre,Mir-126,chr15,1641807,1641865,-,False_location
1482,Macaca_mulatta,Mml-Mir-219-P2-as_pre,Mir-219,chr15,10477849,10477913,-,False_location
1483,Macaca_mulatta,Mml-Mir-219-P2_pre,Mir-219,chr15,10477851,10477915,+,False_location
1484,Macaca_mulatta,Mml-Mir-199-P1-v1_pre,Mir-199,chr15,10637142,10637202,+,False_location
1485,Macaca_mulatta,Mml-Mir-199-P1-v2_pre,Mir-199,chr15,10637142,10637202,+,False_location
1486,Macaca_mulatta,Mml-Mir-199-P1-v3_pre,Mir-199,chr15,10637142,10637202,+,False_location
1487,Macaca_mulatta,Mml-Novel-12_pre,Novel-12,chr15,10823084,10823143,-,False_chromo
1488,Macaca_mulatta,Mml-Mir-181-P2b_pre,Mir-181,chr15,14341502,14341561,-,False_location
1489,Macaca_mulatta,Mml-Mir-181-P1b_pre,Mir-181,chr15,14342725,14342784,-,False_location
1490,Danio_rerio,Dre-Mir-142-P2-v1_pre,Mir-142,chr15,15383910,15383969,-,False_chromo
1491,Danio_rerio,Dre-Mir-142-P2-v2_pre,Mir-142,chr15,15383910,15383969,-,False_chromo
1492,Danio_rerio,Dre-Mir-142-P2-v3_pre,Mir-142,chr15,15383910,15383969,-,False_chromo
1493,Danio_rerio,Dre-Mir-21-P2_pre,Mir-21,chr15,17373822,17373880,+,False_chromo
1494,Danio_rerio,Dre-Mir-10-P2a1_pre,Mir-10,chr15,21437656,21437712,+,False_chromo
1495,Danio_rerio,Dre-Let-7-P1a1_pre,Let-7,chr15,21437886,21437952,+,False_chromo
1496,Danio_rerio,Dre-Mir-10-P3a1_pre,Mir-10,chr15,21447701,21447762,+,False_chromo
1497,Bos_taurus,Bta-Mir-34-P2a_pre,Mir-34,chr15,22134738,22134796,+,False_location
1498,Bos_taurus,Bta-Mir-34-P2b_pre,Mir-34,chr15,22135438,22135492,+,False_location
1499,Danio_rerio,Dre-Mir-22-P1a_pre,Mir-22,chr15,24908404,24908466,-,False_chromo
1500,Macaca_mulatta,Mml-Mir-455_pre,Mir-455,chr15,25201157,25201214,-,False_location
1501,Danio_rerio,Dre-Mir-132-P2a_pre,Mir-132,chr15,25897460,25897528,+,False_chromo
1502,Danio_rerio,Dre-Mir-132-P1a_pre,Mir-132,chr15,25897727,25897789,+,False_chromo
1503,Danio_rerio,Dre-Mir-10-P2c1_pre,Mir-10,chr15,29795596,29795655,+,False_chromo
1504,Danio_rerio,Dre-Let-7-P1c1_pre,Let-7,chr15,29795845,29795911,+,False_chromo
1505,Danio_rerio,Dre-Mir-10-P3c1_pre,Mir-10,chr15,29800981,29801041,+,False_chromo
1506,Macaca_mulatta,Mml-Mir-32_pre,Mir-32,chr15,30522923,30522984,+,False_location
1507,Homo_sapiens,Hsa-Mir-204-P2_pre,Mir-204,chr15,31065059,31065116,-,False_chromo
1508,Bos_taurus,Bta-Mir-10-P3a_pre,Mir-10,chr15,33298827,33298888,-,False_location
1509,Bos_taurus,Bta-Let-7-P1a_pre,Let-7,chr15,33347570,33347636,-,False_location
1510,Bos_taurus,Bta-Mir-10-P2a_pre,Mir-10,chr15,33353402,33353458,-,False_location
1511,Rattus_norvegicus,Rno-Mir-208-P1_pre,Mir-208,chr15,33613463,33613519,-,False_location
1512,Rattus_norvegicus,Rno-Mir-208-P2_pre,Mir-208,chr15,33639539,33639595,-,False_location
1513,Bos_taurus,Bta-Mir-2313_pre,Mir-2313,chr15,34628908,34628969,+,False_chromo
1514,Danio_rerio,Dre-Mir-551-P2_pre,Mir-551,chr15,35287289,35287345,+,False_chromo
1515,Homo_sapiens,Hsa-Mir-3942_pre,Mir-3942,chr15,35372279,35372341,-,True
1516,Mus_musculus,Mmu-Mir-599_pre,Mir-599,chr15,35660844,35660902,-,False_location
1517,Mus_musculus,Mmu-Mir-875_pre,Mir-875,chr15,35660981,35661037,-,False_location
1518,Oryctolagus_cuniculus,Ocu-Mir-430-P2_pre,Mir-430,chr15,36769637,36769702,+,True
1519,Oryctolagus_cuniculus,Ocu-Mir-430-P3_pre,Mir-430,chr15,36769775,36769834,+,False_location
1520,Oryctolagus_cuniculus,Ocu-Mir-430-P1_pre,Mir-430,chr15,36769951,36770011,+,True
1521,Oryctolagus_cuniculus,Ocu-Mir-430-P4_pre,Mir-430,chr15,36770114,36770174,+,True
1522,Oryctolagus_cuniculus,Ocu-Mir-92-P2a_pre,Mir-92,chr15,36770238,36770297,+,True
1523,Danio_rerio,Dre-Novel-4_pre,Novel-4,chr15,37725346,37725406,-,False_chromo
1524,Macaca_mulatta,Mml-Novel-4_pre,Novel-4,chr15,43444887,43444947,-,False_chromo
1525,Macaca_mulatta,Mml-Let-7-P2a1_pre,Let-7,chr15,44322728,44322799,+,False_location
1526,Macaca_mulatta,Mml-Let-7-P2b1_pre,Let-7,chr15,44323118,44323194,+,False_location
1527,Macaca_mulatta,Mml-Let-7-P2c1_pre,Let-7,chr15,44325593,44325667,+,False_location
1528,Homo_sapiens,Hsa-Mir-147-v1_pre,Mir-147,chr15,45433060,45433119,+,True
1529,Homo_sapiens,Hsa-Mir-147-v2_pre,Mir-147,chr15,45433061,45433118,+,True
1530,Rattus_norvegicus,Rno-Mir-598-P2_pre,Mir-598,chr15,46893167,46893225,+,False_chromo
1531,Rattus_norvegicus,Rno-Mir-598-P1_pre,Mir-598,chr15,47057506,47057564,+,False_chromo
1532,Rattus_norvegicus,Rno-Mir-124-P1-v1_pre,Mir-124,chr15,47964311,47964371,+,False_chromo
1533,Rattus_norvegicus,Rno-Mir-124-P1-v2_pre,Mir-124,chr15,47964311,47964370,+,False_chromo
1534,Homo_sapiens,Hsa-Mir-1266_pre,Mir-1266,chr15,52277131,52277188,-,True
1535,Bos_taurus,Bta-Mir-139_pre,Mir-139,chr15,52956185,52956243,-,False_location
1536,Macaca_mulatta,Mml-Mir-873-v1_pre,Mir-873,chr15,54964000,54964058,+,False_location
1537,Macaca_mulatta,Mml-Mir-873-v2_pre,Mir-873,chr15,54964001,54964057,+,False_location
1538,Macaca_mulatta,Mml-Mir-876_pre,Mir-876,chr15,54985300,54985358,+,False_location
1539,Bos_taurus,Bta-Mir-326_pre,Mir-326,chr15,55314025,55314085,-,False_location
1540,Homo_sapiens,Hsa-Mir-628_pre,Mir-628,chr15,55372952,55373012,-,True
1541,Homo_sapiens,Hsa-Mir-2116_pre,Mir-2116,chr15,59171193,59171249,-,True
1542,Macaca_mulatta,Mml-Mir-31_pre,Mir-31,chr15,62389954,62390012,+,False_location
1543,Homo_sapiens,Hsa-Mir-190-P1_pre,Mir-190,chr15,62823971,62824028,+,True
1544,Macaca_mulatta,Mml-Mir-491_pre,Mir-491,chr15,63228042,63228097,-,False_location
1545,Bos_taurus,Bta-Mir-1343_pre,Mir-1343,chr15,66264859,66264918,+,False_location
1546,Mus_musculus,Mmu-Mir-30-P2c_pre,Mir-30,chr15,68337431,68337490,-,False_location
1547,Mus_musculus,Mmu-Mir-30-P1c_pre,Mir-30,chr15,68341217,68341278,-,False_location
1548,Homo_sapiens,Hsa-Mir-629_pre,Mir-629,chr15,70079387,70079447,-,True
1549,Mus_musculus,Mmu-Mir-28-P2_pre,Mir-28,chr15,73254819,73254875,-,False_chromo
1550,Bos_taurus,Bta-Mir-670_pre,Mir-670,chr15,74519302,74519365,+,False_location
1551,Bos_taurus,Bta-Mir-129-P2_pre,Mir-129,chr15,74545200,74545263,+,False_location
1552,Mus_musculus,Mmu-Mir-3079_pre,Mir-3079,chr15,76290892,76290954,-,False_chromo
1553,Homo_sapiens,Hsa-Mir-184_pre,Mir-184,chr15,79209800,79209861,+,True
1554,Mus_musculus,Mmu-Mir-1943_pre,Mir-1943,chr15,79375235,79375293,-,False_chromo
1555,Macaca_mulatta,Mml-Mir-101-P2-v2_pre,Mir-101,chr15,79649347,79649405,-,False_location
1556,Macaca_mulatta,Mml-Mir-101-P2-v1_pre,Mir-101,chr15,79649348,79649404,-,False_location
1557,Bos_taurus,Bta-Mir-130-P1a_pre,Mir-130,chr15,82197725,82197786,+,False_location
1558,Mus_musculus,Mmu-Mir-33-P1_pre,Mir-33,chr15,82198127,82198187,+,False_location
1559,Mus_musculus,Mmu-Mir-3080_pre,Mir-3080,chr15,82959228,82959285,-,False_chromo
1560,Mus_musculus,Mmu-Mir-1249_pre,Mir-1249,chr15,84951545,84951603,-,False_location
1561,Mus_musculus,Mmu-Let-7-P2a2_pre,Let-7,chr15,85706616,85706684,+,False_location
1562,Mus_musculus,Mmu-Let-7-P2b2_pre,Let-7,chr15,85707325,85707399,+,False_location
1563,Homo_sapiens,Hsa-Mir-1276_pre,Mir-1276,chr15,85770508,85770567,-,True
1564,Macaca_mulatta,Mml-Mir-204-P1_pre,Mir-204,chr15,86992615,86992674,-,False_location
1565,Homo_sapiens,Hsa-Mir-7-P2_pre,Mir-7,chr15,88611856,88611917,+,True
1566,Homo_sapiens,Hsa-Mir-9-P3_pre,Mir-9,chr15,89368032,89368092,+,True
1567,Homo_sapiens,Hsa-Mir-3174_pre,Mir-3174,chr15,90006764,90006833,+,True
1568,Rattus_norvegicus,Rno-Mir-17-P1a_pre,Mir-17,chr15,100179892,100179951,+,False_location
1569,Rattus_norvegicus,Rno-Mir-17-P2a_pre,Mir-17,chr15,100180031,100180094,+,False_location
1570,Rattus_norvegicus,Rno-Mir-19-P1_pre,Mir-19,chr15,100180175,100180232,+,False_location
1571,Rattus_norvegicus,Rno-Mir-17-P3a_pre,Mir-17,chr15,100180349,100180407,+,False_location
1572,Rattus_norvegicus,Rno-Mir-19-P2a_pre,Mir-19,chr15,100180479,100180539,+,False_location
1573,Rattus_norvegicus,Rno-Mir-92-P1a_pre,Mir-92,chr15,100180596,100180654,+,False_location
1574,Macaca_mulatta,Mml-Mir-7-P1_pre,Mir-7,chr15,100309036,100309099,-,False_location
1575,Mus_musculus,Mmu-Mir-1941-v1_pre,Mir-1941,chr15,101369363,101369423,+,False_chromo
1576,Mus_musculus,Mmu-Mir-1941-v2_pre,Mir-1941,chr15,101369364,101369422,+,False_chromo
1577,Mus_musculus,Mmu-Mir-196-P2_pre,Mir-196,chr15,102973365,102973423,+,False_location
1578,Mus_musculus,Mmu-Mir-615_pre,Mir-615,chr15,103014926,103014989,+,False_location
1579,Mus_musculus,Mmu-Mir-148-P3_pre,Mir-148,chr15,103285148,103285206,+,False_location
1580,Macaca_mulatta,Mml-Mir-23-P2_pre,Mir-23,chr15,108904086,108904146,+,False_location
1581,Macaca_mulatta,Mml-Mir-27-P2_pre,Mir-27,chr15,108904322,108904384,+,False_location
1582,Macaca_mulatta,Mml-Mir-24-P2_pre,Mir-24,chr15,108904881,108904940,+,False_location
1583,Macaca_mulatta,Mml-Mir-22-P1a_pre,Mir-22,chr16,1602993,1603052,-,False_chromo
1584,Rattus_norvegicus,Rno-Mir-3075_pre,Mir-3075,chr16,1822830,1822890,+,False_chromo
1585,Macaca_mulatta,Mml-Mir-132-P1_pre,Mir-132,chr16,1943216,1943273,-,False_location
1586,Macaca_mulatta,Mml-Mir-132-P2_pre,Mir-132,chr16,1943573,1943634,-,False_location
1587,Bos_taurus,Bta-Mir-135-P3_pre,Mir-135,chr16,3031972,3032032,-,False_location
1588,Macaca_mulatta,Mml-Mir-15-P2c_pre,Mir-15,chr16,6978222,6978282,-,False_location
1589,Macaca_mulatta,Mml-Mir-15-P1c_pre,Mir-15,chr16,6978534,6978595,-,False_location
1590,Macaca_mulatta,Mml-Mir-324_pre,Mir-324,chr16,7199488,7199544,-,False_location
1591,Danio_rerio,Dre-Mir-138-P1_pre,Mir-138,chr16,7836268,7836329,-,False_chromo
1592,Rattus_norvegicus,Rno-Mir-346_pre,Mir-346,chr16,11250069,11250128,+,False_location
1593,Macaca_mulatta,Mml-Mir-744_pre,Mir-744,chr16,12173478,12173556,+,False_location
1594,Mus_musculus,Mmu-Mir-193-P1b_pre,Mir-193,chr16,13449533,13449591,+,False_location
1595,Mus_musculus,Mmu-Mir-193-P2b_pre,Mir-193,chr16,13453855,13453915,+,False_location
1596,Homo_sapiens,Hsa-Mir-193-P1b_pre,Mir-193,chr16,14303980,14304038,+,True
1597,Homo_sapiens,Hsa-Mir-193-P2b_pre,Mir-193,chr16,14309300,14309360,+,True
1598,Homo_sapiens,Hsa-Mir-3180-P2_pre,Mir-3180,chr16,14911237,14911302,+,False_chromo
1599,Homo_sapiens,Hsa-Mir-3180-P1_pre,Mir-3180,chr16,16309892,16309957,+,False_chromo
1600,Mus_musculus,Mmu-Mir-130-P1b_pre,Mir-130,chr16,17124071,17124130,-,False_location
1601,Mus_musculus,Mmu-Mir-130-P2b_pre,Mir-130,chr16,17124420,17124477,-,False_location
1602,Danio_rerio,Dre-Mir-190-P2_pre,Mir-190,chr16,17705911,17705973,-,False_chromo
1603,Macaca_mulatta,Mml-Mir-33-P2_pre,Mir-33,chr16,17953800,17953858,-,False_location
1604,Mus_musculus,Mmu-Mir-185_pre,Mir-185,chr16,18327405,18327459,-,False_location
1605,Homo_sapiens,Hsa-Mir-3180-P3_pre,Mir-3180,chr16,18402189,18402254,-,False_chromo
1606,Macaca_mulatta,Mml-Mir-1180_pre,Mir-1180,chr16,19142309,19142364,-,False_chromo
1607,Bos_taurus,Bta-Mir-2285-P1_pre,Mir-2285,chr16,20617287,20617344,-,False_chromo
1608,Danio_rerio,Dre-Mir-196-P3b_pre,Mir-196,chr16,20913420,20913478,+,False_chromo
1609,Oryctolagus_cuniculus,Ocu-Mir-7180_pre,Mir-7180,chr16,22502775,22502832,-,False_chromo
1610,Macaca_mulatta,Mml-Mir-451_pre,Mir-451,chr16,22890455,22890496,-,False_location
1611,Macaca_mulatta,Mml-Mir-144_pre,Mir-144,chr16,22890620,22890676,-,False_location
1612,Macaca_mulatta,Mml-Mir-423_pre,Mir-423,chr16,24183864,24183922,+,False_location
1613,Bos_taurus,Bta-Mir-192-P2_pre,Mir-192,chr16,24305745,24305804,-,False_location
1614,Bos_taurus,Bta-Mir-194-P2_pre,Mir-194,chr16,24306043,24306100,-,False_location
1615,Oryctolagus_cuniculus,Ocu-Mir-350_pre,Mir-350,chr16,24307027,24307086,+,False_chromo
1616,Mus_musculus,Mmu-Mir-28-P1_pre,Mir-28,chr16,24827868,24827929,+,False_location
1617,Danio_rerio,Dre-Let-7-P1b1_pre,Let-7,chr16,24881136,24881205,+,False_chromo
1618,Danio_rerio,Dre-Mir-10-P3b1_pre,Mir-10,chr16,24898184,24898242,+,False_chromo
1619,Danio_rerio,Dre-Mir-30-P1c_pre,Mir-30,chr16,25341450,25341514,+,False_chromo
1620,Danio_rerio,Dre-Mir-30-P2c_pre,Mir-30,chr16,25341739,25341799,+,False_chromo
1621,Macaca_mulatta,Mml-Mir-193-P1a_pre,Mir-193,chr16,25651845,25651900,+,False_location
1622,Macaca_mulatta,Mml-Mir-193-P2a_pre,Mir-193,chr16,25667257,25667317,+,False_location
1623,Danio_rerio,Dre-Mir-9-P1_pre,Mir-9,chr16,29216288,29216349,+,False_chromo
1624,Macaca_mulatta,Mml-Mir-130-P2a_pre,Mir-130,chr16,30490690,30490749,+,False_location
1625,Macaca_mulatta,Mml-Mir-130-P4a_pre,Mir-130,chr16,30504574,30504638,+,False_location
1626,Macaca_mulatta,Mml-Mir-142-v4_pre,Mir-142,chr16,31321579,31321641,+,False_location
1627,Macaca_mulatta,Mml-Mir-142-v1_pre,Mir-142,chr16,31321581,31321639,+,False_location
1628,Macaca_mulatta,Mml-Mir-142-v2_pre,Mir-142,chr16,31321581,31321639,+,False_location
1629,Macaca_mulatta,Mml-Mir-142-v3_pre,Mir-142,chr16,31321581,31321639,+,False_location
1630,Bos_taurus,Bta-Mir-7180_pre,Mir-7180,chr16,33022299,33022356,-,False_chromo
1631,Mus_musculus,Mmu-Mir-1947_pre,Mir-1947,chr16,33105375,33105432,+,False_chromo
1632,Bos_taurus,Bta-Mir-214-v1_pre,Mir-214,chr16,40485825,40485887,-,False_location
1633,Bos_taurus,Bta-Mir-214-v2_pre,Mir-214,chr16,40485825,40485887,-,False_location
1634,Bos_taurus,Bta-Mir-199-P3-v1_pre,Mir-199,chr16,40491615,40491675,-,False_location
1635,Bos_taurus,Bta-Mir-199-P3-v2_pre,Mir-199,chr16,40491615,40491675,-,False_location
1636,Bos_taurus,Bta-Mir-199-P3-v3_pre,Mir-199,chr16,40491615,40491675,-,False_location
1637,Macaca_mulatta,Mml-Mir-196-P1_pre,Mir-196,chr16,41255194,41255253,+,False_location
1638,Macaca_mulatta,Mml-Mir-10-P1a-v1_pre,Mir-10,chr16,41307386,41307448,+,False_location
1639,Macaca_mulatta,Mml-Mir-10-P1a-v2_pre,Mir-10,chr16,41307387,41307447,+,False_location
1640,Macaca_mulatta,Mml-Mir-148-P2_pre,Mir-148,chr16,41870692,41870750,+,False_location
1641,Danio_rerio,Dre-Mir-92-P1c1_pre,Mir-92,chr16,42898443,42898505,+,False_chromo
1642,Mus_musculus,Mmu-Mir-3081_pre,Mir-3081,chr16,44558058,44558115,-,False_chromo
1643,Bos_taurus,Bta-Mir-34-P1_pre,Mir-34,chr16,45197411,45197476,+,False_location
1644,Bos_taurus,Bta-Mir-2320_pre,Mir-2320,chr16,50502455,50502516,+,False_chromo
1645,Bos_taurus,Bta-Mir-551-P1_pre,Mir-551,chr16,50741113,50741172,+,False_chromo
1646,Danio_rerio,Dre-Mir-455-P2_pre,Mir-455,chr16,51776559,51776617,+,False_chromo
1647,Bos_taurus,Bta-Mir-8-P3a_pre,Mir-8,chr16,52520100,52520157,-,False_chromo
1648,Bos_taurus,Bta-Mir-8-P1a_pre,Mir-8,chr16,52521336,52521396,-,False_chromo
1649,Bos_taurus,Bta-Mir-8-P2a_pre,Mir-8,chr16,52521991,52522049,-,False_chromo
1650,Oryctolagus_cuniculus,Ocu-Mir-194-P2_pre,Mir-194,chr16,52957890,52957947,+,True
1651,Oryctolagus_cuniculus,Ocu-Mir-192-P2_pre,Mir-192,chr16,52958506,52958565,+,True
1652,Macaca_mulatta,Mml-Mir-21_pre,Mir-21,chr16,53341916,53341975,+,False_location
1653,Homo_sapiens,Hsa-Mir-138-P2_pre,Mir-138,chr16,56858527,56858595,+,True
1654,Rattus_norvegicus,Rno-Mir-383-v2_pre,Mir-383,chr16,57519679,57519741,+,False_location
1655,Rattus_norvegicus,Rno-Mir-383-v1_pre,Mir-383,chr16,57519680,57519741,+,False_location
1656,Bos_taurus,Bta-Mir-488_pre,Mir-488,chr16,59666113,59666171,-,False_location
1657,Macaca_mulatta,Mml-Mir-4524_pre,Mir-4524,chr16,62511941,62511996,-,False_location
1658,Oryctolagus_cuniculus,Ocu-Mir-205-P1_pre,Mir-205,chr16,63274211,63274269,-,True
1659,Oryctolagus_cuniculus,Ocu-Mir-29-P2b_pre,Mir-29,chr16,64849792,64849855,+,True
1660,Oryctolagus_cuniculus,Ocu-Mir-29-P1b_pre,Mir-29,chr16,64850350,64850407,+,True
1661,Oryctolagus_cuniculus,Ocu-Mir-135-P3_pre,Mir-135,chr16,66692191,66692251,+,True
1662,Homo_sapiens,Hsa-Mir-328_pre,Mir-328,chr16,67202327,67202388,-,True
1663,Homo_sapiens,Hsa-Mir-140-v1_pre,Mir-140,chr16,69933103,69933164,+,True
1664,Homo_sapiens,Hsa-Mir-140-v2_pre,Mir-140,chr16,69933103,69933164,+,True
1665,Oryctolagus_cuniculus,Ocu-Mir-181-P1a_pre,Mir-181,chr16,72388781,72388842,+,True
1666,Oryctolagus_cuniculus,Ocu-Mir-181-P2a_pre,Mir-181,chr16,72388964,72389024,+,True
1667,Macaca_mulatta,Mml-Mir-338-P1_pre,Mir-338,chr16,74986914,74986972,-,False_location
1668,Macaca_mulatta,Mml-Mir-338-P1-as_pre,Mir-338,chr16,74986914,74986976,+,False_location
1669,Bos_taurus,Bta-Mir-205-P1_pre,Mir-205,chr16,75799970,75800028,-,False_location
1670,Bos_taurus,Bta-Mir-29-P2b5_pre,Mir-29,chr16,77478043,77478106,+,False_location
1671,Bos_taurus,Bta-Mir-29-P1b_pre,Mir-29,chr16,77478610,77478667,+,False_location
1672,Bos_taurus,Bta-Mir-29-P2b6_pre,Mir-29,chr16,77562009,77562072,+,False_location
1673,Mus_musculus,Mmu-Mir-10-P2c_pre,Mir-10,chr16,77598940,77598999,+,False_location
1674,Mus_musculus,Mmu-Let-7-P1c_pre,Let-7,chr16,77599672,77599738,+,False_location
1675,Mus_musculus,Mmu-Mir-10-P3c_pre,Mir-10,chr16,77646279,77646339,+,False_location
