,species,mirid,mirfam,chrom,start,end,strand,True_positive
723,Danio_rerio,Hsa-Mir-10-P1a-v2,Mir-10,3,23720666,23720725,+,True
724,Danio_rerio,Hsa-Mir-10-P1a-v2,Mir-10,ALT_CTG12_1_19,39002,39057,+,False_chromo
725,Danio_rerio,Hsa-Mir-10-P1a-v2,Mir-10,12,27134886,27134941,+,True
726,Danio_rerio,Hsa-Mir-17-P3a,Mir-17,1,3297646,3297705,-,True
727,Danio_rerio,Hsa-Mir-10-P2a,Mir-10,15,21437655,21437710,+,True
728,Danio_rerio,Hsa-Mir-10-P2a,Mir-10,5,29990156,29990211,+,True
729,Danio_rerio,Hsa-Let-7-P2b3,Let-7,ALT_CTG23_1_29,496963,497042,+,False_chromo
730,Danio_rerio,Hsa-Let-7-P2b3,Let-7,23,28536682,28536761,+,True
731,Danio_rerio,Hsa-Mir-101-P2-v1,Mir-101,5,1837175,1837229,-,False_location
732,Danio_rerio,Hsa-Let-7-P1c,Let-7,10,38072088,38072154,-,True
733,Columba_livia,Hsa-Mir-129-P1,Mir-129,scaffold121,1772002,1772066,-,True
734,Columba_livia,Hsa-Mir-133-P1-v2,Mir-133,scaffold36,3119758,3119817,-,True
735,Columba_livia,Hsa-Mir-142-v3,Mir-142,scaffold281,47103,47161,+,True
736,Columba_livia,Hsa-Mir-130-P2b,Mir-130,scaffold1320,504221,504281,-,True
737,Columba_livia,Hsa-Mir-459,Mir-459,scaffold101,3576180,3576240,-,True
738,Columba_livia,Hsa-Mir-17-P1a,Mir-17,scaffold183,2837971,2838031,-,True
739,Columba_livia,Hsa-Mir-103-P2,Mir-103,scaffold203,1112346,1112405,-,True
740,Columba_livia,Hsa-Mir-142-v1,Mir-142,scaffold281,47103,47161,+,True
741,Columba_livia,Hsa-Mir-145,Mir-145,scaffold395,918681,918739,+,True
742,Columba_livia,Hsa-Mir-135-P2,Mir-135,scaffold557,971015,971074,-,True
743,Columba_livia,Hsa-Let-7-P2b1,Let-7,scaffold581,22615,22690,+,True
744,Columba_livia,Hsa-Mir-133-P1-v1,Mir-133,scaffold36,3119758,3119817,-,True
745,Columba_livia,Hsa-Mir-383-v2,Mir-383,scaffold38,1608642,1608703,+,True
746,Columba_livia,Hsa-Mir-31,Mir-31,scaffold476,622319,622376,+,True
747,Columba_livia,Hsa-Mir-133-P2-v1,Mir-133,scaffold23,295639,295698,-,True
748,Columba_livia,Hsa-Mir-126-v1,Mir-126,scaffold642,1958266,1958324,-,True
749,Columba_livia,Hsa-Mir-30-P2a,Mir-30,scaffold102,5128900,5128960,+,True
750,Columba_livia,Hsa-Mir-155,Mir-155,scaffold101,7953883,7953943,-,True
751,Columba_livia,Hsa-Mir-147-v1,Mir-147,scaffold702,40105,40163,+,True
752,Columba_livia,Hsa-Mir-430-P1,Mir-430,scaffold942,1626450,1626508,+,True
753,Columba_livia,Hsa-Mir-190-P1,Mir-190,scaffold87,1114483,1114540,-,True
754,Columba_livia,Hsa-Mir-122-as,Mir-122,scaffold1361,24151,24208,-,False_strand
755,Columba_livia,Hsa-Mir-10-P3c,Mir-10,scaffold101,18463426,18463486,+,True
756,Columba_livia,Hsa-Mir-10-P3a,Mir-10,scaffold367,846267,846328,-,True
757,Columba_livia,Hsa-Mir-96-P2,Mir-96,scaffold121,1262258,1262321,+,True
758,Columba_livia,Hsa-Mir-1287,Mir-1287,scaffold262,2325287,2325344,+,False_chromo
759,Columba_livia,Hsa-Mir-17-P2a,Mir-17,scaffold183,2837821,2837884,-,True
760,Columba_livia,Hsa-Mir-489-v1,Mir-489,scaffold169,1811716,1811774,+,True
761,Columba_livia,Hsa-Mir-3187,Mir-3187,scaffold393,233601,233656,+,False_chromo
762,Columba_livia,Hsa-Mir-124-P3-v1,Mir-124,scaffold36,2496183,2496242,-,True
763,Columba_livia,Hsa-Mir-92-P2a,Mir-92,scaffold942,1626978,1627036,+,True
764,Columba_livia,Hsa-Mir-103-P1,Mir-103,scaffold79,13537712,13537770,+,True
765,Columba_livia,Hsa-Mir-599,Mir-599,scaffold1,1574685,1574742,+,True
766,Columba_livia,Hsa-Mir-451,Mir-451,scaffold94,3184915,3184956,-,True
767,Columba_livia,Hsa-Mir-126-v2,Mir-126,scaffold642,1958266,1958324,-,True
768,Columba_livia,Hsa-Mir-199-P1-v3,Mir-199,scaffold835,50411,50470,+,True
769,Columba_livia,Hsa-Mir-875,Mir-875,scaffold1,1574522,1574576,+,True
770,Columba_livia,Hsa-Mir-17-P1b,Mir-17,scaffold72,3452472,3452529,-,True
771,Columba_livia,Hsa-Mir-196-P2,Mir-196,scaffold922,197744,197800,+,True
772,Columba_livia,Hsa-Mir-140-v2,Mir-140,scaffold123,5480472,5480533,-,True
773,Columba_livia,Hsa-Mir-153-P2,Mir-153,scaffold337,193415,193475,-,True
774,Columba_livia,Hsa-Mir-15-P1b,Mir-15,scaffold258,1615631,1615689,+,True
775,Columba_livia,Hsa-Mir-103-P3,Mir-103,scaffold112,365368,365427,-,True
776,Columba_livia,Hsa-Mir-181-P2a,Mir-181,scaffold7,7344939,7344998,+,True
777,Columba_livia,Hsa-Mir-34-P1,Mir-34,scaffold693,1562324,1562388,+,True
778,Columba_livia,Hsa-Mir-19-P1,Mir-19,scaffold183,2837681,2837738,-,True
779,Columba_livia,Hsa-Mir-124-P3-v2,Mir-124,scaffold36,2496184,2496242,-,True
780,Columba_livia,Hsa-Mir-9-P2,Mir-9,scaffold114,234188,234246,-,True
781,Columba_livia,Hsa-Mir-221-P1,Mir-221,scaffold68,1295719,1295780,+,True
782,Columba_livia,Hsa-Mir-122,Mir-122,scaffold1361,24152,24208,+,True
783,Columba_livia,Hsa-Mir-148-P3,Mir-148,scaffold922,322360,322418,+,True
784,Columba_livia,Hsa-Mir-196-P3,Mir-196,scaffold699,1139792,1139850,-,True
785,Columba_livia,Hsa-Mir-34-P2b,Mir-34,scaffold77,2053409,2053462,+,False_location
786,Columba_livia,Hsa-Mir-199-P3-v2,Mir-199,scaffold7,10450276,10450335,+,True
787,Columba_livia,Hsa-Let-7-P2c2,Let-7,scaffold50,1403722,1403798,-,True
788,Columba_livia,Hsa-Mir-15-P1a,Mir-15,scaffold17,15185606,15185664,-,True
789,Columba_livia,Hsa-Mir-196-P1,Mir-196,scaffold265,1508614,1508672,+,True
790,Columba_livia,Hsa-Mir-101-P1-v1,Mir-101,scaffold7,15720709,15720765,-,True
791,Columba_livia,Hsa-Mir-133-P2-v2,Mir-133,scaffold23,295639,295698,-,True
792,Columba_livia,Hsa-Mir-10-P2c,Mir-10,scaffold101,18429913,18429971,+,True
793,Columba_livia,Hsa-Mir-187,Mir-187,scaffold231,68271,68326,+,True
794,Columba_livia,Hsa-Let-7-P1a,Let-7,scaffold367,862707,862773,-,True
795,Columba_livia,Hsa-Mir-21,Mir-21,scaffold580,435005,435064,-,True
796,Columba_livia,Hsa-Mir-214-v1,Mir-214,scaffold7,10456144,10456205,+,True
797,Columba_livia,Hsa-Mir-30-P2b,Mir-30,scaffold391,335122,335181,-,True
798,Columba_livia,Hsa-Mir-26-P3,Mir-26,scaffold32,1151297,1151353,+,False_location
799,Columba_livia,Hsa-Mir-133-P3-v2,Mir-133,scaffold119,6658,6715,+,True
800,Columba_livia,Hsa-Mir-142-v4,Mir-142,scaffold281,47101,47163,+,True
801,Columba_livia,Hsa-Mir-29-P2a,Mir-29,scaffold137,49405,49468,-,True
802,Columba_livia,Hsa-Mir-101-P1-v2,Mir-101,scaffold7,15720708,15720766,-,True
803,Columba_livia,Hsa-Mir-137-P1-v1,Mir-137,scaffold7,3584717,3584775,-,True
804,Columba_livia,Hsa-Mir-490,Mir-490,scaffold334,335624,335685,-,True
805,Columba_livia,Hsa-Mir-221-P2,Mir-221,scaffold68,1295198,1295258,+,True
806,Columba_livia,Hsa-Mir-202,Mir-202,scaffold262,1438280,1438336,+,True
807,Columba_livia,Hsa-Mir-1-P3,Mir-1,C16600502,233,292,+,False_chromo
808,Columba_livia,Hsa-Mir-192-P2,Mir-192,scaffold54,1524407,1524465,-,True
809,Columba_livia,Hsa-Mir-137-P1-v2,Mir-137,scaffold7,3584716,3584775,-,True
810,Columba_livia,Hsa-Mir-29-P1b,Mir-29,scaffold454,2207703,2207762,-,True
811,Columba_livia,Hsa-Mir-139,Mir-139,scaffold1323,18344,18401,+,True
812,Columba_livia,Hsa-Mir-425,Mir-425,scaffold277,2757275,2757335,+,True
813,Columba_livia,Hsa-Mir-138-P2,Mir-138,scaffold123,10795003,10795070,+,True
814,Columba_livia,Hsa-Mir-153-P1,Mir-153,scaffold32,1622023,1622082,-,True
815,Columba_livia,Hsa-Mir-430-P2,Mir-430,scaffold942,1626025,1626084,+,True
816,Columba_livia,Hsa-Mir-96-P1,Mir-96,scaffold121,1261711,1261773,+,True
817,Columba_livia,Hsa-Mir-7-P2,Mir-7,scaffold150,999188,999251,-,True
818,Columba_livia,Hsa-Mir-130-P2a,Mir-130,scaffold580,631256,631314,+,True
819,Columba_livia,Hsa-Mir-143,Mir-143,scaffold395,918257,918310,+,True
820,Columba_livia,Hsa-Mir-455,Mir-455,scaffold955,271163,271220,-,True
821,Columba_livia,Hsa-Let-7-P2a3,Let-7,scaffold454,1198025,1198095,-,True
822,Columba_livia,Hsa-Mir-181-P1b,Mir-181,scaffold686,919231,919290,-,True
823,Columba_livia,Hsa-Mir-10-P1b-v1,Mir-10,scaffold893,612555,612616,-,True
824,Columba_livia,Hsa-Mir-135-P3,Mir-135,scaffold176,178806,178865,+,True
825,Columba_livia,Hsa-Mir-218-P2,Mir-218,scaffold79,13392692,13392754,+,True
826,Columba_livia,Hsa-Mir-29-P1a,Mir-29,scaffold137,48230,48289,-,True
827,Columba_livia,Hsa-Mir-383-v1,Mir-383,scaffold38,1608643,1608703,+,True
828,Columba_livia,Hsa-Mir-184,Mir-184,scaffold506,3395665,3395726,-,True
829,Columba_livia,Hsa-Mir-181-P2b,Mir-181,scaffold686,918309,918368,-,True
830,Columba_livia,Hsa-Mir-34-P3a,Mir-34,scaffold22,2803153,2803209,-,True
831,Columba_livia,Hsa-Mir-15-P2a,Mir-15,scaffold17,15185461,15185523,-,True
832,Columba_livia,Hsa-Mir-338-P1-as,Mir-338,scaffold331,79330,79394,-,False_location
833,Columba_livia,Hsa-Mir-32,Mir-32,scaffold231,729050,729111,-,True
834,Columba_livia,Hsa-Let-7-P2a1,Let-7,scaffold581,22175,22245,+,True
835,Columba_livia,Hsa-Mir-147-v2,Mir-147,scaffold702,40106,40162,+,True
836,Columba_livia,Hsa-Mir-17-P3b,Mir-17,scaffold72,3452120,3452180,-,False_location
837,Columba_livia,Hsa-Mir-193-P2a,Mir-193,scaffold111,348905,348966,-,True
838,Columba_livia,Hsa-Mir-128-P2,Mir-128,scaffold66,1465306,1465363,-,True
839,Columba_livia,Hsa-Mir-26-P2,Mir-26,scaffold370,399895,399955,-,False_location
840,Columba_livia,Hsa-Mir-199-P1-v1,Mir-199,scaffold835,50411,50470,+,True
841,Columba_livia,Hsa-Mir-10-P1b-v2,Mir-10,scaffold893,612556,612615,-,True
842,Columba_livia,Hsa-Mir-124-P2-v1,Mir-124,scaffold195,1203220,1203278,-,True
843,Columba_livia,Hsa-Mir-205-P1,Mir-205,scaffold454,2679549,2679607,+,True
844,Columba_livia,Hsa-Mir-30-P1a,Mir-30,scaffold102,5103432,5103494,+,True
845,Columba_livia,Hsa-Mir-92-P1a,Mir-92,scaffold183,2837255,2837313,-,True
846,Columba_livia,Hsa-Mir-148-P1,Mir-148,scaffold699,533825,533884,-,False_strand
847,Columba_livia,Hsa-Mir-29-P2b-v1,Mir-29,scaffold454,2208566,2208628,-,True
848,Columba_livia,Hsa-Mir-19-P2a,Mir-19,scaffold183,2837370,2837430,-,True
849,Columba_livia,Hsa-Mir-96-P3-v1,Mir-96,scaffold121,1261590,1261650,+,True
850,Columba_livia,Hsa-Mir-199-P1-v2,Mir-199,scaffold835,50411,50470,+,True
851,Columba_livia,Hsa-Let-7-P2a2,Let-7,scaffold383,360766,360836,-,True
852,Columba_livia,Hsa-Mir-489-v2,Mir-489,scaffold169,1811715,1811775,+,True
853,Columba_livia,Hsa-Let-7-P2c1,Let-7,scaffold581,23615,23688,+,True
854,Columba_livia,Hsa-Mir-10-P1a-v1,Mir-10,scaffold265,1564492,1564552,+,True
855,Columba_livia,Hsa-Mir-142-v2,Mir-142,scaffold281,47103,47161,+,True
856,Columba_livia,Hsa-Mir-101-P2-v2,Mir-101,scaffold6,3523034,3523092,-,True
857,Columba_livia,Hsa-Mir-214-v2,Mir-214,scaffold7,10456144,10456205,+,True
858,Columba_livia,Hsa-Mir-499,Mir-499,scaffold100,2000109,2000168,-,True
859,Columba_livia,Hsa-Mir-551-P1,Mir-551,scaffold693,3837061,3837119,-,True
860,Columba_livia,Hsa-Mir-138-P1,Mir-138,scaffold380,712511,712570,+,True
861,Columba_livia,Hsa-Mir-430-P3,Mir-430,scaffold942,1626311,1626362,+,False_location
862,Columba_livia,Hsa-Mir-430-P3,Mir-430,scaffold942,1626807,1626863,+,False_location
863,Columba_livia,Hsa-Mir-199-P3-v1,Mir-199,scaffold7,10450276,10450335,+,True
864,Columba_livia,Hsa-Mir-29-P2b-v2,Mir-29,scaffold454,2208567,2208627,-,True
865,Columba_livia,Hsa-Mir-30-P1c,Mir-30,scaffold419,3168635,3168692,-,True
866,Columba_livia,Hsa-Mir-146-P1,Mir-146,scaffold79,8894980,8895043,+,True
867,Columba_livia,Hsa-Mir-551-P2,Mir-551,scaffold698,3540893,3540953,-,True
868,Columba_livia,Hsa-Mir-133-P3-v1,Mir-133,scaffold119,6658,6715,+,True
869,Columba_livia,Hsa-Mir-17-P2b,Mir-17,scaffold72,3452309,3452373,-,True
870,Columba_livia,Hsa-Mir-204-P1,Mir-204,scaffold148,920657,920715,+,True
871,Columba_livia,Hsa-Mir-218-P1,Mir-218,scaffold38,14206876,14206939,-,True
872,Columba_livia,Hsa-Mir-181-P1a,Mir-181,scaffold7,7344754,7344814,+,True
873,Columba_livia,Hsa-Mir-23-P2,Mir-23,scaffold226,156770,156829,+,True
874,Columba_livia,Hsa-Mir-1-P2,Mir-1,scaffold23,298717,298777,-,True
875,Columba_livia,Hsa-Mir-7-P1,Mir-7,scaffold432,147016,147078,+,True
876,Columba_livia,Hsa-Mir-9-P1,Mir-9,scaffold404,120327,120387,-,False_location
877,Columba_livia,Hsa-Mir-140-v1,Mir-140,scaffold123,5480472,5480533,-,True
878,Columba_livia,Hsa-Mir-126-v3,Mir-126,scaffold642,1958266,1958324,-,True
879,Columba_livia,Hsa-Mir-194-P2,Mir-194,scaffold54,1524720,1524775,-,True
880,Columba_livia,Hsa-Mir-33-P1,Mir-33,scaffold1086,144837,144897,-,True
881,Columba_livia,Hsa-Let-7-P2b2,Let-7,scaffold383,359902,359978,-,True
882,Columba_livia,Hsa-Mir-128-P1,Mir-128,scaffold327,1216460,1216514,+,True
883,Columba_livia,Hsa-Mir-130-P4a,Mir-130,scaffold1320,497733,497796,-,True
884,Columba_livia,Hsa-Mir-193-P2b,Mir-193,scaffold251,992953,993012,+,True
885,Columba_livia,Hsa-Mir-375,Mir-375,scaffold32,1406277,1406334,-,True
886,Columba_livia,Hsa-Mir-92-P1b,Mir-92,scaffold72,3451822,3451883,-,True
887,Columba_livia,Hsa-Mir-15-P2b,Mir-15,scaffold258,1615803,1615866,+,True
888,Columba_livia,Hsa-Mir-135-P1,Mir-135,scaffold335,781850,781910,-,True
889,Columba_livia,Hsa-Mir-30-P1b,Mir-30,scaffold391,336860,336923,-,True
890,Columba_livia,Hsa-Let-7-P2c3,Let-7,scaffold335,757947,758024,-,True
891,Columba_livia,Hsa-Mir-1-P1,Mir-1,scaffold36,3131822,3131882,-,True
892,Columba_livia,Hsa-Mir-193-P1b,Mir-193,scaffold251,987729,987786,+,True
893,Columba_livia,Hsa-Mir-124-P2-v2,Mir-124,scaffold195,1203221,1203278,-,True
894,Columba_livia,Hsa-Mir-223,Mir-223,scaffold375,204609,204670,+,True
895,Columba_livia,Hsa-Mir-27-P2,Mir-27,scaffold226,157003,157064,+,True
896,Columba_livia,Hsa-Mir-146-P2,Mir-146,scaffold314,30547,30606,+,True
897,Columba_livia,Hsa-Mir-92-P2b,Mir-92,scaffold72,3451682,3451746,-,True
898,Columba_livia,Hsa-Mir-338-P1,Mir-338,scaffold331,79331,79390,+,False_location
899,Columba_livia,Hsa-Mir-199-P3-v3,Mir-199,scaffold7,10450276,10450335,+,True
900,Columba_livia,Hsa-Mir-96-P3-v2,Mir-96,scaffold121,1261591,1261649,+,True
901,Columba_livia,Hsa-Mir-10-P1a-v2,Mir-10,scaffold265,1564493,1564551,+,True
902,Columba_livia,Hsa-Mir-17-P3a,Mir-17,scaffold183,2837507,2837565,-,True
903,Columba_livia,Hsa-Mir-10-P2a,Mir-10,scaffold367,869683,869739,-,True
904,Columba_livia,Hsa-Mir-101-P2-v1,Mir-101,scaffold6,3523035,3523091,-,True
905,Columba_livia,Hsa-Let-7-P1c,Let-7,scaffold101,18430668,18430733,+,True
906,Homo_sapiens,Hsa-Mir-1912,Mir-1912,X,114651555,114651608,+,True
907,Homo_sapiens,Hsa-Mir-506-P6a2,Mir-506,X,147213498,147213555,-,True
908,Homo_sapiens,Hsa-Mir-506-P6a2,Mir-506,X,147225860,147225917,-,True
909,Homo_sapiens,Hsa-Mir-129-P1,Mir-129,7,128207875,128207939,+,True
910,Homo_sapiens,Hsa-Mir-1296,Mir-1296,10,63372969,63373033,-,True
911,Homo_sapiens,Hsa-Mir-154-P27,Mir-154,14,101047910,101047967,+,True
912,Homo_sapiens,Hsa-Mir-193-P1a,Mir-193,17,31560015,31560069,+,True
913,Homo_sapiens,Hsa-Mir-133-P1-v2,Mir-133,20,62564932,62564990,+,True
914,Homo_sapiens,Hsa-Mir-154-P15,Mir-154,14,101055426,101055483,+,True
915,Homo_sapiens,Hsa-Mir-142-v3,Mir-142,17,58331245,58331303,-,True
916,Homo_sapiens,Hsa-Mir-430-P49,Mir-430,19,53688494,53688551,+,True
917,Homo_sapiens,Hsa-Mir-3174,Mir-3174,15,90006763,90006831,+,True
918,Homo_sapiens,Hsa-Mir-1269,Mir-1269,4,66276847,66276909,+,True
919,Homo_sapiens,Hsa-Mir-130-P2b,Mir-130,22,21652989,21653045,+,True
920,Homo_sapiens,Hsa-Mir-459,Mir-459,21,35720730,35720789,+,True
921,Homo_sapiens,Hsa-Mir-17-P1a,Mir-17,13,91350617,91350675,+,True
922,Homo_sapiens,Hsa-Mir-376-P3,Mir-376,14,101040459,101040515,+,True
923,Homo_sapiens,Hsa-Mir-103-P2,Mir-103,20,3917503,3917561,+,True
924,Homo_sapiens,Hsa-Mir-142-v1,Mir-142,17,58331245,58331303,-,True
925,Homo_sapiens,Hsa-Mir-486,Mir-486,8,41660442,41660505,-,True
926,Homo_sapiens,Hsa-Mir-873-v1,Mir-873,9,28888888,28888946,-,True
927,Homo_sapiens,Hsa-Mir-330-v2,Mir-330,19,45639007,45639070,-,True
928,Homo_sapiens,Hsa-Mir-145,Mir-145,5,149430660,149430718,+,True
929,Homo_sapiens,Hsa-Mir-430-P4,Mir-430,4,112648006,112648066,-,True
930,Homo_sapiens,Hsa-Mir-873-v2,Mir-873,9,28888889,28888945,-,True
931,Homo_sapiens,Hsa-Mir-430-P5,Mir-430,19,53787679,53787736,+,True
932,Homo_sapiens,Hsa-Mir-135-P2,Mir-135,12,97563833,97563891,+,True
933,Homo_sapiens,Hsa-Mir-1247,Mir-1247,14,101560326,101560383,-,True
934,Homo_sapiens,Hsa-Mir-129-P2,Mir-129,11,43581407,43581469,+,True
935,Homo_sapiens,Hsa-Mir-887,Mir-887,5,15935188,15935251,+,True
936,Homo_sapiens,Hsa-Mir-15-P2c,Mir-15,17,7017627,7017687,-,True
937,Homo_sapiens,Hsa-Mir-1249,Mir-1249,22,45200958,45201016,-,True
938,Homo_sapiens,Hsa-Mir-3126,Mir-3126,2,69103690,69103746,+,True
939,Homo_sapiens,Hsa-Mir-433,Mir-433,14,100881896,100881968,+,True
940,Homo_sapiens,Hsa-Mir-876,Mir-876,9,28863636,28863694,-,True
941,Homo_sapiens,Hsa-Mir-337-as,Mir-337,14,100874513,100874572,-,False_strand
942,Homo_sapiens,Hsa-Mir-8-P2b,Mir-8,12,6963702,6963762,+,True
943,Homo_sapiens,Hsa-Let-7-P2b1,Let-7,9,94176352,94176427,+,True
944,Homo_sapiens,Hsa-Mir-5683,Mir-5683,6,6169342,6169400,+,True
945,Homo_sapiens,Hsa-Mir-34-P3b,Mir-34,5,55170668,55170727,-,True
946,Homo_sapiens,Hsa-Mir-378,Mir-378,5,149732828,149732886,+,True
947,Homo_sapiens,Hsa-Mir-133-P1-v1,Mir-133,20,62564932,62564990,+,True
948,Homo_sapiens,Hsa-Mir-506-P1,Mir-506,X,147230753,147230809,-,True
949,Homo_sapiens,Hsa-Mir-1295,Mir-1295,1,171101739,171101799,-,True
950,Homo_sapiens,Hsa-Mir-582,Mir-582,5,59703629,59703688,-,True
951,Homo_sapiens,Hsa-Mir-506-P6b,Mir-506,X,147199057,147199114,-,True
952,Homo_sapiens,Hsa-Mir-383-v2,Mir-383,8,14853443,14853505,-,True
953,Homo_sapiens,Hsa-Mir-154-P2-v1,Mir-154,14,101023798,101023851,+,True
954,Homo_sapiens,Hsa-Mir-31,Mir-31,9,21512120,21512178,-,True
955,Homo_sapiens,Hsa-Mir-133-P2-v1,Mir-133,18,21825711,21825770,-,True
956,Homo_sapiens,Hsa-Mir-506-P3,Mir-506,X,147236945,147237002,-,True
957,Homo_sapiens,Hsa-Mir-541,Mir-541,14,101064503,101064567,+,True
958,Homo_sapiens,Hsa-Mir-126-v1,Mir-126,9,136670615,136670672,+,True
959,Homo_sapiens,Hsa-Mir-30-P2a,Mir-30,6,71376964,71377025,-,True
960,Homo_sapiens,Hsa-Mir-130-P1a,Mir-130,11,57641211,57641271,+,True
961,Homo_sapiens,Hsa-Mir-130-P1b,Mir-130,22,21653315,21653373,+,True
962,Homo_sapiens,Hsa-Mir-155,Mir-155,21,25573982,25574041,+,True
963,Homo_sapiens,Hsa-Mir-147-v1,Mir-147,15,45433059,45433117,+,True
964,Homo_sapiens,Hsa-Mir-430-P1,Mir-430,4,112648186,112648246,-,True
965,Homo_sapiens,Hsa-Mir-190-P1,Mir-190,15,62823970,62824026,+,True
966,Homo_sapiens,Hsa-Mir-430-P14,Mir-430,19,53725456,53725512,+,True
967,Homo_sapiens,Hsa-Mir-122-as,Mir-122,18,58451086,58451143,-,False_strand
968,Homo_sapiens,Hsa-Mir-154-P25,Mir-154,14,101066730,101066784,+,True
969,Homo_sapiens,Hsa-Mir-574,Mir-574,4,38868055,38868111,+,True
970,Homo_sapiens,Hsa-Mir-10-P3c,Mir-10,21,16590252,16590311,+,True
971,Homo_sapiens,Hsa-Mir-154-P20-v1,Mir-154,14,101060595,101060647,+,True
972,Homo_sapiens,Hsa-Mir-219-P2-as,Mir-219,9,128392633,128392696,+,True
973,Homo_sapiens,Hsa-Mir-154-P24,Mir-154,14,101049571,101049629,+,True
974,Homo_sapiens,Hsa-Mir-10-P3a,Mir-10,11,122099769,122099830,-,True
975,Homo_sapiens,Hsa-Mir-430-P20,Mir-430,19,53702749,53702806,+,True
976,Homo_sapiens,Hsa-Mir-154-P21,Mir-154,14,101047328,101047390,+,True
977,Homo_sapiens,Hsa-Mir-96-P2,Mir-96,7,129770406,129770470,-,True
978,Homo_sapiens,Hsa-Mir-766,Mir-766,X,119646763,119646820,-,True
979,Homo_sapiens,Hsa-Mir-1287,Mir-1287,10,98395232,98395292,-,True
980,Homo_sapiens,Hsa-Mir-430-P33,Mir-430,19,53707467,53707525,+,True
981,Homo_sapiens,Hsa-Mir-132-P2,Mir-132,17,2050289,2050350,-,True
982,Homo_sapiens,Hsa-Mir-362-P5,Mir-362,X,50010680,50010740,+,True
983,Homo_sapiens,Hsa-Mir-4524,Mir-4524,17,69099570,69099625,-,True
984,Homo_sapiens,Hsa-Mir-450-P1,Mir-450,X,134540358,134540414,-,True
985,Homo_sapiens,Hsa-Mir-17-P2a,Mir-17,13,91350755,91350817,+,True
986,Homo_sapiens,Hsa-Mir-550-P1,Mir-550,7,30289814,30289874,+,True
987,Homo_sapiens,Hsa-Mir-423,Mir-423,17,30117094,30117151,+,True
988,Homo_sapiens,Hsa-Mir-489-v1,Mir-489,7,93483947,93484006,-,True
989,Homo_sapiens,Hsa-Mir-337-v2,Mir-337,14,100874514,100874572,+,True
990,Homo_sapiens,Hsa-Mir-3187,Mir-3187,19,813589,813647,+,True
991,Homo_sapiens,Hsa-Mir-136-v1,Mir-136,14,100884715,100884769,+,True
992,Homo_sapiens,Hsa-Mir-124-P3-v1,Mir-124,20,63178513,63178571,+,True
993,Homo_sapiens,Hsa-Mir-506-P4a2,Mir-506,X,147258774,147258831,-,True
994,Homo_sapiens,Hsa-Mir-506-P4a2,Mir-506,X,147260549,147260606,-,True
995,Homo_sapiens,Hsa-Mir-92-P2a,Mir-92,4,112647877,112647936,-,True
996,Homo_sapiens,Hsa-Mir-1251,Mir-1251,12,97491912,97491969,+,True
997,Homo_sapiens,Hsa-Mir-103-P1,Mir-103,5,168560904,168560963,-,True
998,Homo_sapiens,Hsa-Mir-5010,Mir-5010,17,42514208,42514287,+,True
999,Homo_sapiens,Hsa-Mir-331,Mir-331,12,95308444,95308498,+,True
1000,Homo_sapiens,Hsa-Mir-430-P19,Mir-430,19,53739347,53739399,+,False_location
1001,Homo_sapiens,Hsa-Mir-328,Mir-328,16,67202327,67202388,-,True
1002,Homo_sapiens,Hsa-Mir-599,Mir-599,8,99536649,99536707,-,True
1003,Homo_sapiens,Hsa-Mir-451,Mir-451,17,28861383,28861424,-,True
1004,Homo_sapiens,Hsa-Mir-126-v2,Mir-126,9,136670615,136670672,+,True
1005,Homo_sapiens,Hsa-Mir-149,Mir-149,2,240456014,240456074,+,True
1006,Homo_sapiens,Hsa-Mir-340,Mir-340,5,180015318,180015382,-,True
1007,Homo_sapiens,Hsa-Mir-199-P1-v3,Mir-199,9,128244745,128244805,-,True
1008,Homo_sapiens,Hsa-Mir-875,Mir-875,8,99536796,99536851,-,True
1009,Homo_sapiens,Hsa-Mir-105-P2,Mir-105,X,152394422,152394480,-,True
1010,Homo_sapiens,Hsa-Mir-670,Mir-670,11,43559674,43559736,+,True
1011,Homo_sapiens,Hsa-Mir-17-P1b,Mir-17,X,134170208,134170266,-,True
1012,Homo_sapiens,Hsa-Mir-430-P42,Mir-430,19,53698399,53698456,+,True
1013,Homo_sapiens,Hsa-Mir-2467,Mir-2467,2,239351732,239351793,-,True
1014,Homo_sapiens,Hsa-Mir-7854,Mir-7854,16,81533904,81533963,+,True
1015,Homo_sapiens,Hsa-Mir-935-v1,Mir-935,19,53982324,53982382,+,True
1016,Homo_sapiens,Hsa-Mir-196-P2,Mir-196,12,53991761,53991818,+,True
1017,Homo_sapiens,Hsa-Mir-345,Mir-345,14,100307875,100307931,+,True
1018,Homo_sapiens,Hsa-Mir-605-v2,Mir-605,10,51299586,51299643,+,True
1019,Homo_sapiens,Hsa-Mir-430-P50,Mir-430,19,53758245,53758302,+,True
1020,Homo_sapiens,Hsa-Mir-1307,Mir-1307,10,103394300,103394361,-,True
1021,Homo_sapiens,Hsa-Mir-140-v2,Mir-140,16,69933102,69933162,+,True
1022,Homo_sapiens,Hsa-Mir-9-P3,Mir-9,15,89368031,89368090,+,True
1023,Homo_sapiens,Hsa-Mir-150,Mir-150,19,49500798,49500853,-,True
1024,Homo_sapiens,Hsa-Mir-4731,Mir-4731,17,15251634,15251687,-,True
1025,Homo_sapiens,Hsa-Mir-450-P2,Mir-450,X,134540529,134540585,-,True
